timestamp,btc_oi,eth_oi,sol_oi,total_oi,btc_change_pct,eth_change_pct,total_change_pct
2026-02-27T01:13:35.008755+00:00,1408691394.16,1202574712.87,276160795.04,2887426902.07,0.0,0.0,0.0
2026-02-27T01:17:21.336998+00:00,1411197190.77,1204588565.78,276856546.82,2892642303.36,0.1779,0.1675,0.1806
2026-02-27T01:17:30.642709+00:00,1411360450.44,1204811712.92,276965892.18,2893138055.54,0.0116,0.0185,0.0171
