timestamp,net_delta,sentiment_score,is_contrarian_long
2026-02-27T01:11:24.110920+00:00,0.0,-0.0,False
2026-02-27T01:13:38.948798+00:00,0.0,-0.0,False
2026-02-27T01:17:34.930887+00:00,0.0,-0.0,False
