timestamp,score,direction,confidence,active_sources,src_sentiment,src_funding,src_oi,src_liquidation
2026-02-18T15:27:40.537479,0.0,NEUTRAL,0.0,0,,,,
2026-02-18T15:39:00.646983+00:00,0.0,NEUTRAL,0.0,0,,,,
2026-02-19T15:47:20.043752+00:00,0.0,NEUTRAL,0.0,0,,,,
2026-02-19T15:48:45.565507+00:00,0.0,NEUTRAL,0.0,0,,,,
2026-02-27T00:28:56.097781+00:00,0.0,NEUTRAL,0.0,0,,,,,,,
2026-02-27T00:29:22.028290+00:00,0.0,NEUTRAL,0.0,0,,,,,,,
2026-02-27T00:30:25.336180+00:00,0.0,NEUTRAL,0.0,0,,,,,,,
2026-02-27T00:33:48.394703+00:00,0.0,NEUTRAL,14.3,1,,0.0,,,,,
2026-02-27T01:11:37.614928+00:00,0.0,NEUTRAL,14.3,1,,0.0,,,,,
2026-02-27T01:13:53.868359+00:00,0.0,NEUTRAL,14.3,1,,0.0,,,,,
2026-02-27T01:16:20.409831+00:00,14.84,NEUTRAL,28.6,6,,0.0,0.0,1.0,0.1852,-0.5163,-0.0
2026-02-27T01:17:49.558697+00:00,-8.23,NEUTRAL,14.3,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0
2026-02-27T01:44:22.972767+00:00,-8.23,NEUTRAL,14.3,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0
2026-02-27T01:44:22.986366+00:00,-8.23,NEUTRAL,14.3,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0
2026-02-27T01:44:23.004799+00:00,-8.23,NEUTRAL,14.3,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0
2026-02-27T02:03:08.419344+00:00,-8.35,NEUTRAL,10.0,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,,,
2026-02-27T02:03:08.431797+00:00,-8.35,NEUTRAL,10.0,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,,,
2026-02-27T02:03:08.443290+00:00,-8.35,NEUTRAL,10.0,6,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,,,
2026-02-27T02:03:57.893643+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:04:15.543628+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:18.453232+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:18.469728+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:18.484406+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:42.948677+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:42.966438+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:42.983763+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:59.655120+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:59.673092+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:06:59.686066+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:18:17.426382+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
2026-02-27T02:23:39.109102+00:00,-0.74,NEUTRAL,20.0,8,,0.0,0.000684,0.0,0.1852,-0.9783,-0.0,-0.0008666666666666666,,1.0
